game_id,year,subject_color,result,subject_won,total_plies,eco,ply_first_capture,ply_queens_off,ply_first_minor_trade,endgame_reached_ply,endgame_proportion,ply_castled,castle_side,pawn_shield_score_avg,king_in_center_plies_after_ply30,doubled_pawns_at_move20,isolated_pawns_at_move20,passed_pawns_at_move20,pawn_islands_at_move20,avg_subject_mobility,avg_opponent_mobility,mobility_ratio,subject_captures_total,subject_checks_total,material_max_deficit,material_max_surplus,accepted_material_deficit_for_10_plies_and_didnt_lose
275,1984,w,1/2-1/2,0.5,88,E15,17,-1,42,-1,0.0,19,k,3.0,0,0,0,0,2,45.4,35.23809523809524,1.30118772698291,8,0,3,2,0
277,1984,w,0-1,0.0,140,E15,21,51,21,79,0.44285714285714284,15,k,3.0,4,0,1,0,2,36.75,34.76190476190476,1.0947290575846667,13,3,9,3,0
279,1984,w,1/2-1/2,0.5,39,E05,12,-1,29,-1,0.0,11,k,3.0,0,0,0,0,2,37.1,38.6,0.9554451182358158,2,0,1,3,0
281,1984,w,1/2-1/2,0.5,29,E12,11,-1,-1,-1,0.0,23,k,2.6,0,-1,-1,-1,-1,48.6,34.8,1.3188644688644688,2,0,1,1,0
283,1984,w,1/2-1/2,0.5,41,D58,17,-1,17,-1,0.0,27,k,2.727272727272727,0,0,2,1,3,38.54545454545455,34.63636363636363,1.125561928345637,6,0,2,3,0
285,1984,w,1/2-1/2,0.5,31,E15,17,-1,21,-1,0.0,15,k,3.0,0,-1,-1,-1,-1,33.833333333333336,32.833333333333336,1.088231915933529,3,0,0.0,3,0
287,1984,w,1/2-1/2,0.5,70,E15,25,-1,34,-1,0.0,21,k,1.7,0,0,0,0,2,48.5,35.76190476190476,1.3515846463476622,9,3,3,4,1
289,1984,w,1/2-1/2,0.5,43,E15,24,-1,31,-1,0.0,19,k,3.0,0,0,0,0,2,42.0,32.333333333333336,1.2990574057381221,5,2,3,3,0
291,1984,w,1/2-1/2,0.5,29,A30,14,-1,16,-1,0.0,9,k,1.0,0,-1,-1,-1,-1,42.8,36.8,1.1630307641219066,3,0,3,2,0
293,1984,w,1/2-1/2,0.5,39,E05,12,-1,26,-1,0.0,11,k,1.6,0,0,0,0,2,44.6,37.6,1.198385343344184,3,0,3,3,0
295,1984,w,1/2-1/2,0.5,33,A33,8,-1,18,-1,0.0,21,k,3.0,0,-1,-1,-1,-1,43.0,42.42857142857143,1.033972980963405,5,0,3,3,0
297,1984,w,1/2-1/2,0.5,46,A33,8,-1,18,-1,0.0,21,k,2.8461538461538463,0,0,2,0,3,44.38461538461539,38.714285714285715,1.165348286361385,8,1,5,5,0
299,1984,w,1/2-1/2,0.5,49,C42,5,28,20,-1,0.0,13,k,2.6666666666666665,0,0,0,0,2,44.4,39.53333333333333,1.144727560043987,5,1,2,8,1
301,1984,w,1/2-1/2,0.5,40,C42,5,35,24,-1,0.0,13,k,3.0,0,2,2,0,2,46.2,36.81818181818182,1.278103093780244,8,1,9,5,0
303,1984,w,1-0,1.0,81,E12,11,-1,15,-1,0.0,-1,none,2.0,18,0,0,0,2,41.7,36.80952380952381,1.1265607814226093,12,2,4,5,0
305,1984,w,1/2-1/2,0.5,40,D58,18,-1,29,-1,0.0,21,k,3.0,0,0,1,0,3,45.0,38.54545454545455,1.1658085631760453,3,0,1,3,0
307,1984,w,1/2-1/2,0.5,81,D58,18,-1,32,-1,0.0,21,k,3.0,0,0,0,2,2,47.7,35.76190476190476,1.3573554082135963,9,2,4,4,0
309,1984,w,1/2-1/2,0.5,50,D58,17,-1,17,-1,0.0,27,k,2.8,0,0,1,0,2,44.266666666666666,35.0,1.2686302876959021,5,0,0.0,3,0
311,1984,w,1/2-1/2,0.5,140,D58,17,64,17,93,0.34285714285714286,35,k,2.55,2,0,2,0,3,38.4,31.61904761904762,1.2190606445056469,13,0,3,10,0
313,1984,w,1/2-1/2,0.5,52,D58,17,43,17,-1,0.0,27,k,2.8125,0,0,1,0,2,39.875,35.05882352941177,1.131689839304637,8,1,9,5,0
315,1984,w,1/2-1/2,0.5,75,C92,24,-1,39,-1,0.0,9,k,3.0,0,0,1,0,2,42.55,40.61904761904762,1.0388593462374545,10,1,5,9,0
317,1984,w,1/2-1/2,0.5,82,C92,25,-1,54,-1,0.0,9,k,2.7,0,0,0,0,1,35.85,31.857142857142858,1.1372641061007303,6,0,3,5,0
319,1984,w,1-0,1.0,133,C42,5,69,32,69,0.48872180451127817,13,k,3.0,0,0,0,0,2,47.05,39.333333333333336,1.2111068986813165,13,4,8,5,0
320,1984,w,1/2-1/2,0.5,66,D91,21,65,24,-1,0.0,17,k,3.0,0,0,0,0,2,44.7,32.95238095238095,1.4261187910615363,5,0,9,1,0
322,1984,w,1-0,1.0,82,D52,13,37,28,-1,0.0,21,k,3.0,0,0,1,0,3,38.0,36.285714285714285,1.0638712194772846,9,6,9,5,0
324,1984,w,1/2-1/2,0.5,72,D44,10,58,18,-1,0.0,31,k,2.25,0,0,1,1,3,40.1,36.95238095238095,1.1350411439555392,10,5,3,9,0
326,1984,w,1/2-1/2,0.5,27,D52,18,25,19,-1,0.0,-1,none,2.0,0,-1,-1,-1,-1,32.0,33.0,1.0401493930905696,4,0,9,2,0
328,1984,w,1-0,1.0,88,D52,13,29,23,67,0.25,-1,none,2.0,3,2,2,0,2,39.2,31.095238095238095,1.3442531253125083,8,0,9,5,0
330,1984,w,1/2-1/2,0.5,52,D07,7,-1,8,-1,0.0,31,k,1.75,0,0,4,0,4,43.1875,42.64705882352941,1.0098720999246005,8,4,6,2,0
332,1984,w,1/2-1/2,0.5,30,D52,19,-1,19,-1,0.0,-1,none,2.0,0,-1,-1,-1,-1,45.6,41.333333333333336,1.0985102892079637,5,0,1,3,0
333,1985,w,1-0,1.0,119,E15,21,64,21,64,0.47058823529411764,15,k,2.5,0,0,0,0,1,33.75,33.476190476190474,1.0446729748918357,10,1,5,9,0
334,1985,w,1/2-1/2,0.5,72,E04,8,45,20,51,0.3055555555555556,11,k,3.0,0,0,1,1,3,38.5,34.80952380952381,1.104278180394308,8,1,8,2,1
336,1985,w,1-0,1.0,79,E04,8,41,19,-1,0.0,11,k,2.75,0,0,0,0,2,37.65,33.23809523809524,1.1474298828197838,11,7,8,5,1
338,1985,w,1-0,1.0,99,E06,12,58,20,-1,0.0,25,k,2.0,0,2,2,0,3,47.65,31.80952380952381,1.552156435303687,10,1,3,9,0
340,1985,w,1/2-1/2,0.5,56,A57,7,46,29,-1,0.0,25,k,2.3333333333333335,0,0,1,2,3,39.22222222222222,30.36842105263158,1.3185678110781778,9,1,2,9,0
342,1985,w,1/2-1/2,0.5,51,D16,8,-1,22,-1,0.0,19,k,3.0,0,0,0,0,2,44.6875,40.1875,1.137701036046951,4,0,3,3,0
345,1985,w,1-0,1.0,99,A34,7,71,54,78,0.2222222222222222,-1,none,2.0,0,0,1,0,2,46.0,31.142857142857142,1.5111616356563489,13,5,5,4,1
346,1985,w,1/2-1/2,0.5,65,A33,8,22,20,-1,0.0,19,k,3.0,0,0,0,0,1,36.5,33.095238095238095,1.156164304375396,8,4,3,6,1
349,1985,w,1-0,1.0,77,D55,13,-1,13,-1,0.0,29,k,2.6,0,0,2,0,3,42.25,34.095238095238095,1.279940200061667,8,2,6,3,0
352,1985,w,1/2-1/2,0.5,55,E11,24,-1,24,-1,0.0,13,k,2.111111111111111,0,2,3,0,3,42.27777777777778,36.27777777777778,1.1767501876924988,8,0,3,5,0
354,1985,w,1-0,1.0,69,E13,18,-1,18,-1,0.0,-1,none,2.0,19,0,1,0,2,45.7,31.904761904761905,1.4734237650576347,8,0,4,7,1
356,1985,w,1/2-1/2,0.5,123,E13,18,58,18,119,0.04065040650406504,29,k,1.45,0,4,1,0,3,38.8,39.095238095238095,0.9931776255899551,12,3,4,7,1
358,1985,w,1-0,1.0,81,E13,18,-1,18,-1,0.0,29,k,2.0,0,2,1,0,2,36.95,39.857142857142854,0.9334545254734883,9,5,3,5,1
359,1985,w,1-0,1.0,83,E20,13,25,13,-1,0.0,-1,none,1.25,0,2,1,0,3,36.95,25.80952380952381,1.5183564796204865,11,0,9,4,0
361,1985,w,1/2-1/2,0.5,40,D55,11,-1,11,-1,0.0,27,k,2.5,0,0,0,0,2,44.9,33.09090909090909,1.4169704681908295,5,0,3,3,0
363,1985,w,0-1,0.0,82,C92,25,-1,57,-1,0.0,9,k,3.0,0,0,0,0,2,35.65,36.285714285714285,0.9808429616127695,7,0,1,5,0
365,1985,w,1/2-1/2,0.5,62,E32,16,-1,16,-1,0.0,35,q,0.85,2,0,1,0,2,45.7,42.76190476190476,1.0722273820991082,8,2,4,4,1
367,1985,w,1/2-1/2,0.5,105,C92,53,-1,77,-1,0.0,9,k,3.0,0,0,0,0,1,38.65,34.714285714285715,1.106708921707769,10,3,4,5,1
369,1985,w,1-0,1.0,49,E21,12,-1,33,-1,0.0,21,k,3.0,0,2,0,0,2,45.06666666666667,38.666666666666664,1.18105111821834,6,2,4,5,0
371,1985,w,1/2-1/2,0.5,48,E20,14,40,14,-1,0.0,17,k,3.0,0,0,1,0,2,37.642857142857146,34.8,1.105223184964521,7,0,4,9,0
373,1985,w,1/2-1/2,0.5,44,C42,5,-1,18,-1,0.0,13,k,3.0,0,0,0,0,2,46.0,40.38461538461539,1.1527050741867677,6,3,3,2,0
375,1985,w,1/2-1/2,0.5,57,E20,14,-1,14,-1,0.0,17,k,2.3157894736842106,0,2,3,0,3,41.526315789473685,35.05263157894737,1.2388423258741763,8,0,5,3,0
377,1985,w,1-0,1.0,83,E21,16,-1,16,-1,0.0,15,k,3.0,0,0,1,0,2,42.35,34.857142857142854,1.2279392952278896,9,1,3,5,0
379,1985,w,1/2-1/2,0.5,88,D31,7,44,24,74,0.17045454545454544,-1,none,2.0,0,0,0,0,2,43.65,33.142857142857146,1.3898393637156266,8,0,5,9,0
381,1985,w,1/2-1/2,0.5,81,D55,11,-1,11,-1,0.0,19,k,2.95,0,0,1,0,3,40.9,34.95238095238095,1.1815166773920034,6,1,3,5,0
383,1986,w,1-0,1.0,83,A56,32,-1,61,-1,0.0,69,q,1.0,19,0,1,0,3,42.8,33.38095238095238,1.2875316059148467,7,0,3,3,0
385,1986,w,1-0,1.0,61,A43,14,54,20,-1,0.0,-1,none,1.3,9,4,2,0,2,42.3,32.19047619047619,1.3565919240293374,10,0,3,9,0
387,1986,w,1-0,1.0,55,D44,10,-1,18,-1,0.0,45,k,1.6666666666666667,7,2,2,1,3,40.94444444444444,40.72222222222222,1.0108727593325864,7,1,3,4,0
394,1986,w,1-0,1.0,127,D61,15,45,36,-1,0.0,21,k,2.6,0,0,0,0,2,45.0,32.04761904761905,1.4040613385709446,11,1,8,3,0
395,1986,w,1-0,1.0,65,D55,11,-1,11,-1,0.0,19,k,2.85,0,0,0,1,2,45.35,41.61904761904762,1.1047639226293957,7,1,3,3,0
396,1986,w,1-0,1.0,63,D46,16,-1,18,-1,0.0,21,k,2.6,0,0,0,0,2,47.9,34.523809523809526,1.4156322288458616,10,2,3,6,0
397,1986,w,1/2-1/2,0.5,83,E11,14,-1,50,-1,0.0,17,k,2.6,0,0,0,0,1,43.15,45.23809523809524,0.9549120700213619,11,4,12,7,1
398,1986,w,1-0,1.0,35,D79,13,-1,20,-1,0.0,17,k,2.0,0,-1,-1,-1,-1,44.875,37.5,1.184102943783395,5,0,5,1,0
399,1986,w,1-0,1.0,81,C92,25,-1,53,-1,0.0,9,k,3.0,0,0,0,0,1,40.45,33.476190476190474,1.2151735234913188,6,1,4,5,0
401,1986,w,1-0,1.0,81,D55,11,-1,11,-1,0.0,19,k,3.0,0,0,0,0,2,50.25,34.19047619047619,1.467720304365311,8,2,5,3,0
403,1986,w,1/2-1/2,0.5,126,E20,10,74,16,74,0.42063492063492064,25,k,1.05,0,0,3,0,4,40.45,44.904761904761905,0.9018891529494448,12,0,5,8,1
405,1986,w,1-0,1.0,81,D38,9,-1,25,-1,0.0,19,k,2.5,0,0,1,0,2,35.3,36.42857142857143,0.9711569694509976,8,3,5,3,0
408,1986,w,1/2-1/2,0.5,104,E20,13,25,18,100,0.04807692307692308,-1,none,0.25,0,0,0,0,2,40.35,27.523809523809526,1.591181852265132,12,3,9,3,0
410,1986,w,1-0,1.0,80,E20,10,47,16,-1,0.0,27,k,2.85,0,0,1,0,2,43.7,32.95238095238095,1.3398673037615967,9,0,9,6,0
412,1986,w,1/2-1/2,0.5,83,C42,5,46,18,-1,0.0,13,k,3.0,0,0,0,0,2,42.65,35.80952380952381,1.2212008287648644,9,1,3,7,1
414,1986,w,1-0,1.0,61,D35,7,-1,22,-1,0.0,17,k,2.25,0,0,2,0,3,44.3,42.714285714285715,1.053877572827329,7,0,5,2,1
416,1986,w,1/2-1/2,0.5,86,D55,11,46,11,61,0.3023255813953488,19,k,2.65,0,0,0,0,2,41.3,28.333333333333332,1.5027826127471395,9,2,3,9,0
418,1986,w,1/2-1/2,0.5,67,D55,11,42,11,-1,0.0,19,k,2.9,0,0,0,0,2,43.15,29.238095238095237,1.4887828432240198,8,1,3,9,0
420,1986,w,1-0,1.0,81,C92,26,69,41,69,0.16049382716049382,9,k,3.0,0,0,1,0,2,37.15,38.38095238095238,0.9637551764435381,9,0,6,5,0
422,1986,w,1-0,1.0,81,C92,26,-1,59,-1,0.0,9,k,3.0,0,2,2,0,2,36.85,43.23809523809524,0.8467496066687392,11,4,4,8,1
424,1986,w,0-1,0.0,116,E13,14,80,14,-1,0.0,-1,none,1.9,32,2,3,0,3,43.0,30.61904761904762,1.5197373078719534,9,3,3,9,0
426,1986,w,1/2-1/2,0.5,42,E05,12,-1,21,-1,0.0,11,k,3.0,0,0,1,0,2,45.45454545454545,37.916666666666664,1.192191831060393,5,0,2,3,0
428,1986,w,1-0,1.0,91,D55,11,-1,11,-1,0.0,19,k,2.45,0,0,1,0,3,42.65,36.19047619047619,1.1945727837318818,9,3,1,5,0
430,1986,w,1/2-1/2,0.5,81,E16,19,44,19,49,0.4074074074074074,13,k,1.7,0,0,0,0,2,33.8,28.904761904761905,1.200359987852635,10,3,5,9,0
434,1987,w,1-0,1.0,83,E63,20,-1,20,-1,0.0,11,k,3.3,0,2,0,0,2,38.15,40.23809523809524,0.9761347074422421,8,3,3,7,1
435,1987,w,1-0,1.0,49,D15,23,-1,23,-1,0.0,-1,none,1.6,10,0,1,0,3,45.733333333333334,25.666666666666668,1.838284176568865,6,0,1,4,0
436,1987,w,1-0,1.0,127,E11,10,79,10,79,0.3858267716535433,27,k,2.8,0,0,0,0,2,41.5,35.19047619047619,1.2064793724585923,11,5,9,5,0
437,1987,w,1-0,1.0,31,A40,6,-1,-1,-1,0.0,9,k,3.0,0,-1,-1,-1,-1,49.833333333333336,34.666666666666664,1.3960923423423424,2,1,2,0.0,1
438,1987,w,1-0,1.0,71,E42,10,-1,16,-1,0.0,29,k,2.6,0,0,0,1,2,42.0,35.285714285714285,1.198502280711883,7,1,4,5,0
439,1987,w,1-0,1.0,67,A14,16,-1,36,-1,0.0,13,k,1.0,0,0,1,0,2,42.7,34.04761904761905,1.2806039662304256,7,0,5,9,0
440,1987,w,1-0,1.0,47,E14,19,34,38,-1,0.0,15,k,3.0,0,0,1,0,2,42.0,36.07142857142857,1.180125418131595,7,0,3,9,0
441,1987,w,1-0,1.0,75,B06,17,-1,37,-1,0.0,23,k,1.45,0,0,0,0,3,42.65,43.095238095238095,0.9963202254924297,4,3,2,3,1
442,1987,w,1-0,1.0,47,D40,12,-1,47,-1,0.0,17,k,3.0,0,0,0,0,2,47.92857142857143,41.07142857142857,1.1505870943834888,5,0,5,3,0
443,1987,w,1/2-1/2,0.5,101,A13,34,76,34,76,0.25742574257425743,15,k,3.0,0,0,0,0,1,37.4,35.523809523809526,1.0596416656238765,12,2,5,8,0
444,1987,w,1-0,1.0,118,E12,11,73,14,118,0.00847457627118644,23,k,2.55,1,0,1,0,2,41.6,31.714285714285715,1.3258490214145708,11,5,9,6,1
445,1987,w,1/2-1/2,0.5,96,D20,4,67,31,73,0.25,23,k,2.6,0,2,1,0,3,42.45,39.333333333333336,1.0960637832812978,12,5,8,3,0
458,1987,w,1/2-1/2,0.5,30,D95,24,-1,26,-1,0.0,17,k,3.0,0,-1,-1,-1,-1,44.0,35.166666666666664,1.230800653594771,2,0,3,0.0,0
459,1987,w,1-0,1.0,122,A92,39,-1,39,-1,0.0,11,k,3.0,0,0,0,0,1,44.4,36.333333333333336,1.2507760249376143,10,3,8,3,0
460,1987,w,1/2-1/2,0.5,49,E11,12,-1,12,-1,0.0,37,k,1.9333333333333333,3,0,2,0,3,35.0,38.4,0.922098027349361,6,2,3,3,1
461,1987,w,1-0,1.0,53,D46,18,44,37,-1,0.0,15,k,3.0,0,0,0,0,2,43.23529411764706,29.764705882352942,1.5319040710657768,5,1,1,9,0
462,1987,w,1-0,1.0,61,E48,11,-1,20,-1,0.0,15,k,2.15,0,0,1,0,3,38.5,35.904761904761905,1.0958961228128767,8,1,3,6,0
466,1987,w,1-0,1.0,49,A55,18,-1,23,-1,0.0,13,k,2.7333333333333334,0,0,2,0,3,48.6,31.666666666666668,1.54584972868102,8,1,4,3,0
468,1987,w,1/2-1/2,0.5,59,D40,13,-1,27,-1,0.0,29,k,2.6,0,0,0,0,2,38.5,38.95,1.0054006601383585,7,0,3,5,0
471,1987,w,1/2-1/2,0.5,104,D30,13,60,31,71,0.3269230769230769,11,k,2.45,0,0,0,0,2,41.3,48.0,0.8593019942753509,11,2,6,7,1
473,1987,w,1-0,1.0,67,D38,9,41,16,-1,0.0,-1,none,1.8,3,0,0,0,2,41.0,36.19047619047619,1.1465788850599292,8,0,9,5,0
474,1987,w,1-0,1.0,120,A90,18,41,18,-1,0.0,11,k,2.95,11,0,2,0,3,35.7,41.57142857142857,0.8528646065757641,10,7,9,4,0
476,1987,w,0-1,0.0,100,D02,22,-1,22,-1,0.0,17,k,2.65,0,0,1,0,2,34.65,35.476190476190474,0.9878551256169489,6,2,3,5,0
478,1987,w,1-0,1.0,103,A41,16,-1,16,-1,0.0,11,k,3.0,0,0,0,0,2,42.55,40.476190476190474,1.0708542368949572,10,2,4,5,1
480,1987,w,1-0,1.0,87,D36,7,-1,36,-1,0.0,19,k,2.8,0,0,0,0,2,42.2,33.38095238095238,1.2737975983968952,10,3,3,5,0
481,1987,w,1/2-1/2,0.5,139,E41,11,74,28,-1,0.0,17,k,2.75,0,0,1,0,3,41.75,40.95238095238095,1.0475041260269928,12,3,3,8,1
485,1987,w,0-1,0.0,64,A29,14,-1,14,-1,0.0,11,k,2.15,0,0,2,0,3,40.6,47.04761904761905,0.8687177578820299,8,0,6,4,0
487,1987,w,1-0,1.0,81,A29,14,50,14,-1,0.0,11,k,2.0,0,2,1,0,3,39.6,34.285714285714285,1.1804386335301857,11,1,4,9,0
489,1987,w,1/2-1/2,0.5,55,A25,19,53,-1,-1,0.0,27,k,3.0,0,0,1,0,2,42.77777777777778,30.22222222222222,1.4488872222923947,4,0,9,1,0
491,1987,w,1-0,1.0,99,A21,33,-1,33,-1,0.0,25,k,2.65,0,0,0,0,2,42.85,34.38095238095238,1.2575217250431971,6,1,4,3,0
493,1987,w,1/2-1/2,0.5,39,B17,6,-1,11,-1,0.0,21,k,2.5,0,0,0,0,2,37.3,39.1,0.9619592171980496,4,1,3,3,0
495,1987,w,1/2-1/2,0.5,41,D31,7,-1,-1,-1,0.0,25,k,2.4545454545454546,0,0,0,0,2,45.54545454545455,38.81818181818182,1.1776245508234808,1,0,0.0,1,0
497,1987,w,1/2-1/2,0.5,41,B17,6,-1,11,-1,0.0,21,k,3.0,0,0,0,0,2,37.54545454545455,40.27272727272727,0.9661221001221,3,1,3,3,0
499,1987,w,0-1,0.0,81,A29,14,-1,14,-1,0.0,11,k,2.4,0,0,2,0,3,39.75,43.857142857142854,0.9133260390668008,8,0,3,5,0
501,1987,w,1/2-1/2,0.5,80,D58,17,54,17,57,0.3,27,k,2.45,0,0,1,0,2,38.0,35.666666666666664,1.0750099475849404,12,0,2,9,0
503,1987,w,1/2-1/2,0.5,74,D53,13,-1,20,-1,0.0,21,k,2.8,0,0,0,0,2,43.55,36.80952380952381,1.203544215726801,9,1,5,5,0
505,1987,w,1/2-1/2,0.5,37,D37,13,26,23,-1,0.0,29,k,2.111111111111111,0,-1,-1,-1,-1,46.55555555555556,37.77777777777778,1.2928037555868035,5,0,0.0,9,0
507,1987,w,1-0,1.0,127,A14,24,-1,24,-1,0.0,11,k,3.0,0,0,0,0,2,45.6,40.19047619047619,1.1522890349691137,10,4,5,4,0
510,1987,w,1-0,1.0,75,E09,33,-1,60,-1,0.0,9,k,3.0,0,0,0,0,2,35.35,37.80952380952381,0.9467054209884902,8,0,5,3,0
511,1987,w,1-0,1.0,53,A55,28,44,33,-1,0.0,13,k,2.764705882352941,0,0,0,0,2,41.0,31.88235294117647,1.328974039277785,5,2,1,9,0
512,1987,w,1-0,1.0,49,E43,20,-1,20,-1,0.0,23,q,1.0666666666666667,0,0,1,0,3,40.6,30.6,1.3955036569192676,6,4,6,3,1
514,1988,w,1/2-1/2,0.5,50,D55,11,-1,11,-1,0.0,27,k,2.533333333333333,0,0,0,0,2,47.733333333333334,40.0625,1.2043101979151174,5,1,1,5,0
515,1988,w,1-0,1.0,61,E12,14,-1,52,-1,0.0,21,q,1.95,0,0,0,0,2,40.95,40.714285714285715,1.0122854790468334,5,1,4,1,0
517,1988,w,1-0,1.0,77,B17,6,68,32,72,0.07792207792207792,15,k,2.8,0,0,0,3,2,46.45,42.0,1.0997249075368927,11,4,7,7,1
520,1988,w,1-0,1.0,109,D18,8,-1,31,-1,0.0,19,k,2.75,0,0,0,0,2,39.95,37.142857142857146,1.1165992859721756,10,1,2,5,0
521,1988,w,1-0,1.0,89,E12,11,-1,27,-1,0.0,31,k,2.35,0,0,0,0,2,44.05,34.0,1.3287670086983128,9,4,4,4,0
524,1988,w,1-0,1.0,123,B17,6,-1,18,-1,0.0,15,k,2.45,0,0,0,0,2,44.8,37.04761904761905,1.2140908253566454,11,5,5,4,0
528,1988,w,1-0,1.0,69,A35,12,-1,59,-1,0.0,17,k,2.4,0,0,0,0,2,43.65,36.42857142857143,1.2247494782943176,6,0,5,3,0
530,1988,w,1-0,1.0,74,E69,20,-1,56,-1,0.0,13,k,1.85,0,0,0,0,2,40.6,44.04761904761905,0.928111018300098,3,0,3,1,0
531,1988,w,1-0,1.0,73,A86,23,-1,37,-1,0.0,-1,none,2.15,7,0,0,0,1,42.2,42.19047619047619,0.9985032903298009,9,0,5,3,0
532,1988,w,1-0,1.0,79,D76,11,33,56,-1,0.0,13,k,2.6,0,0,0,0,2,39.95,40.0,1.0150919903253235,7,2,9,5,0
534,1988,w,1/2-1/2,0.5,82,A54,12,-1,16,-1,0.0,29,q,1.95,0,0,1,0,2,40.3,33.476190476190474,1.2394353819801869,9,1,6,3,1
535,1988,w,1-0,1.0,83,A19,12,52,18,-1,0.0,29,q,1.2,0,0,0,0,2,44.0,32.95238095238095,1.332920680610339,11,2,5,8,1
536,1988,w,1-0,1.0,57,D24,8,-1,29,-1,0.0,19,k,2.210526315789474,0,0,0,0,2,47.0,37.526315789473685,1.2778422518119783,9,1,3,6,0
537,1988,w,1/2-1/2,0.5,76,D10,4,15,36,-1,0.0,-1,none,1.0,8,2,1,0,2,33.55,26.333333333333332,1.3048821286111498,9,2,10,5,1
538,1988,w,1/2-1/2,0.5,87,A20,8,72,34,-1,0.0,15,k,3.0,0,0,0,0,2,50.0,40.38095238095238,1.2486375405789665,8,2,5,9,0
539,1988,w,1-0,1.0,68,E12,11,-1,14,-1,0.0,23,k,2.75,0,0,1,0,2,36.75,43.333333333333336,0.8696443432387522,7,1,3,3,0
540,1988,w,1-0,1.0,75,D36,7,56,27,72,0.05333333333333334,19,k,2.1,0,0,1,0,3,46.7,35.0,1.3514443786830825,10,1,4,10,0
548,1988,w,1/2-1/2,0.5,79,A14,23,78,30,-1,0.0,11,k,2.7,0,0,0,0,2,36.3,43.80952380952381,0.8531136129330417,11,0,3,9,0
549,1988,w,1-0,1.0,47,A18,9,-1,9,-1,0.0,25,k,2.2857142857142856,0,0,2,1,3,43.214285714285715,39.285714285714285,1.0860625548408356,5,0,1,3,0
550,1988,w,1-0,1.0,75,D41,11,-1,14,-1,0.0,19,k,2.1,0,0,1,0,3,46.6,35.57142857142857,1.3212632676550145,8,7,3,3,1
551,1988,w,1-0,1.0,47,A90,20,42,20,-1,0.0,17,k,3.0,0,0,0,0,2,45.5,34.857142857142854,1.3799122455294914,5,0,3,9,0
552,1988,w,1-0,1.0,85,E68,16,57,39,-1,0.0,13,k,2.95,0,0,0,0,2,43.3,43.476190476190474,1.0046368614788097,9,0,9,5,0
553,1988,w,1-0,1.0,51,A33,6,39,20,-1,0.0,15,k,3.0,0,0,2,0,3,42.0625,30.3125,1.4684491208208637,8,1,8,3,0
554,1988,w,1-0,1.0,75,E40,12,67,12,-1,0.0,15,k,1.5,0,0,0,0,2,45.0,33.285714285714285,1.3815122803433957,9,1,8,5,0
555,1988,w,1-0,1.0,72,A30,20,29,24,-1,0.0,11,k,1.75,0,0,0,0,2,38.3,32.333333333333336,1.2124913536590636,10,0,9,3,0
556,1988,w,0-1,0.0,74,E14,19,-1,27,-1,0.0,13,k,1.95,0,0,0,0,2,35.45,37.285714285714285,0.9530253681123011,6,1,0.0,5,0
557,1988,w,1-0,1.0,85,A39,12,85,16,-1,0.0,11,k,3.0,0,0,0,0,2,42.85,39.333333333333336,1.1231654091276198,11,1,5,6,0
559,1988,w,1/2-1/2,0.5,48,A25,16,-1,-1,-1,0.0,25,k,2.642857142857143,0,0,0,0,2,45.07142857142857,42.2,1.0861061704129054,3,0,5,0.0,0
561,1988,w,1/2-1/2,0.5,79,B14,5,47,26,74,0.0759493670886076,-1,none,1.0,4,2,2,1,3,41.45,31.047619047619047,1.3332133553286405,11,4,4,5,0
563,1988,w,1-0,1.0,63,E32,10,-1,10,-1,0.0,31,k,2.75,0,0,0,0,2,42.95,37.904761904761905,1.142182725957073,8,2,5,3,0
566,1988,w,1-0,1.0,95,A43,8,-1,10,-1,0.0,-1,none,1.2,4,0,0,0,2,43.2,39.61904761904762,1.0955088458524096,10,11,5,5,1
568,1988,w,1/2-1/2,0.5,104,D36,7,45,25,102,0.028846153846153848,23,k,2.45,0,0,0,0,2,35.3,30.238095238095237,1.1857179535354072,8,0,9,5,0
569,1988,w,1/2-1/2,0.5,64,A29,9,-1,27,-1,0.0,13,k,3.0,0,0,1,0,2,38.2,45.142857142857146,0.8580285446399957,8,0,0.0,5,0
570,1988,w,1/2-1/2,0.5,40,D36,11,-1,17,-1,0.0,19,q,1.0,0,0,0,0,2,44.2,41.63636363636363,1.0649312411443717,2,0,0.0,3,0
572,1988,w,1-0,1.0,81,E97,28,-1,63,-1,0.0,13,k,2.15,0,0,1,0,2,37.3,30.714285714285715,1.2233766682765572,8,2,8,4,1
573,1988,w,1-0,1.0,115,A29,9,62,22,72,0.3826086956521739,13,k,2.7,0,0,0,0,2,39.1,35.857142857142854,1.145247551509377,12,1,5,9,0
574,1988,w,1/2-1/2,0.5,41,A88,28,-1,34,-1,0.0,9,k,2.909090909090909,0,2,0,0,2,37.81818181818182,36.18181818181818,1.0385226655228492,4,0,3,3,0
575,1988,w,1-0,1.0,69,C08,9,31,13,-1,0.0,15,k,1.75,0,0,0,0,2,35.5,37.80952380952381,0.9430222737709604,9,2,9,3,0
576,1988,w,1-0,1.0,47,A29,14,36,14,-1,0.0,11,k,1.2142857142857142,0,0,3,0,4,40.357142857142854,36.07142857142857,1.2398893077311983,6,1,6,8,0
577,1988,w,1/2-1/2,0.5,39,D35,9,-1,18,-1,0.0,21,k,3.0,0,0,1,0,2,44.8,37.2,1.2414390704823204,3,0,3,1,0
